Index,sentiment,binary_value,sentiment:confidence,text,tokens ,Column12
n1494,1,0,0.6869,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1495,3,1,1,  its so crazy haha guys can you follow me? please,"[\'its\', \'so\', \'crazy\', \'haha\', \'guys\', \'can\', \'you\', \'follow\', \'me\', \'please\'] ",
n1496,1,0,0.6828,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1497,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1498,3,1,0.6774,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1499,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1500,3,1,0.7227,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1501,3,1,0.6517,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1502,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1503,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1504,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1505,1,0,0.7044,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1506,3,1,0.6578,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1507,3,1,0.7263,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1508,3,1,0.6651,  gosh  is that all computer things doesnt make trouble to the flight ? i am worried ,"[\'gosh\', \'is\', \'that\', \'all\', \'computer\', \'things\', \'doesnt\', \'make\', \'trouble\', \'to\', \'the\', \'flight\', \'i\', \'am\', \'worried\'] ",
n1509,3,1,1,  follow me pls,"[\'follow\', \'me\', \'pls\'] ",
n1510,3,1,0.741,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1511,3,1,0.8113,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1512,1,0,0.6672,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1513,3,1,0.6591,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1514,1,0,0.4995,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1515,1,0,0.7024,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1516,3,1,0.4975,  lmaoo! someone needs to get on that quick!,"[\'lmaoo\', \'someone\', \'needs\', \'to\', \'get\', \'on\', \'that\', \'quick\'] ",
n1517,1,0,0.5073,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1518,3,1,0.7039,  ever consider  computers for recording music?,"[\'ever\', \'consider\', \'computers\', \'for\', \'recording\', \'music\'] ",
n1519,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1520,3,1,0.6774," studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1521,3,1,0.6681,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1522,1,0,0.6719,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1523,3,1,0.5034,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1524,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1525,3,1,0.6467,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1526,1,0,0.6624,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1527,3,1,0.7481,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1529,1,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1530,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1531,3,1,0.68,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1532,1,0,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1533,5,1,0.6579,"  the plane is amazing! you look so cool  yes, we all need this battery  write me for this list   )","[\'the\', \'plane\', \'is\', \'amazing\', \'you\', \'look\', \'so\', \'cool\', \'yes\', \'we\', \'all\', \'need\', \'this\', \'battery\', \'write\', \'me\', \'for\', \'this\', \'list\'] ",
n1534,3,1,0.7048,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1535,3,1,0.6774,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1536,3,1,0.7039,  i bet you can get them at radioshack lol,"[\'i\', \'bet\', \'you\', \'can\', \'get\', \'them\', \'at\', \'radioshack\', \'lol\'] ",
n1537,1,0,0.6751,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1538,3,1,0.6884,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1539,1,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1540,3,1,0.7337,"  look at brent, oh my god","[\'look\', \'at\', \'brent\', \'oh\', \'my\', \'god\'] ",
n1541,1,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1542,1,0,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1543,1,0,0.4964,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1544,3,1,0.6774,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1545,3,1,0.507,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1546,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1547,3,1,0.6647,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1548,3,1,1,   legit thought that was you in this pic!,"[\'legit\', \'thought\', \'that\', \'was\', \'you\', \'in\', \'this\', \'pic\'] ",
n1549,5,1,1,  how cool that youre working on new music  cant wait to hear it  but youre working hard  you need rest   ),"[\'how\', \'cool\', \'that\', \'youre\', \'working\', \'on\', \'new\', \'music\', \'cant\', \'wait\', \'to\', \'hear\', \'it\', \'but\', \'youre\', \'working\', \'hard\', \'you\', \'need\', \'rest\'] ",
n1550,1,0,0.678,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1551,1,0,1,  hahha all apple users have the same problem   \n \nlow batteries  ,"[\'hahha\', \'all\', \'apple\', \'users\', \'have\', \'the\', \'same\', \'problem\', \'low\', \'batteries\'] ",
n1552,3,1,0.6722,  what the heck is playing on the computer across from brent,"[\'what\', \'the\', \'heck\', \'is\', \'playing\', \'on\', \'the\', \'computer\', \'across\', \'from\', \'brent\'] ",
n1553,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1554,3,1,0.6678,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1555,3,1,0.7284,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1556,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1557,3,1,0.7478,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1558,5,1,1,  thanks for sharing pics  awesome guys!  ),"[\'thanks\', \'for\', \'sharing\', \'pics\', \'awesome\', \'guys\'] ",
n1559,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1560,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1561,3,1,0.4781, aapl apples former ceo thinks the apple watch will flop   but he loves app   ,"[\'aapl\', \'apples\', \'former\', \'ceo\', \'thinks\', \'the\', \'apple\', \'watch\', \'will\', \'flop\', \'but\', \'he\', \'loves\', \'app\'] ",
n1562,3,1,0.6884,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1563,3,1,0.68,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1564,3,1,0.6467,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1565,3,1,0.6678,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1566,3,1,0.6777,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1567,1,0,0.6719,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1568,3,1,0.6759,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1569,5,1,0.6616,  my babyyyss,"[\'my\', \'babyyyss\'] ",
n1570,5,1,1,  how they look this is so cute,"[\'how\', \'they\', \'look\', \'this\', \'is\', \'so\', \'cute\'] ",
n1571,5,1,0.6826,  i wanna hug them so much,"[\'i\', \'wanna\', \'hug\', \'them\', \'so\', \'much\'] ",
n1572,3,1,0.6647,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1573,5,1,1,  this is so beautiful,"[\'this\', \'is\', \'so\', \'beautiful\'] ",
n1574,3,1,0.681,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1575,3,1,0.7556,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1576,5,1,1,  this is awesome! can i join?,"[\'this\', \'is\', \'awesome\', \'can\', \'i\', \'join\'] ",
n1577,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1578,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1579,3,1,0.6825,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1580,3,1,0.6607,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1581,1,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1582,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1583,1,0,0.6731,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1584,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1585,5,1,1,this is why i moved over to  ,"[\'this\', \'is\', \'why\', \'i\', \'moved\', \'over\', \'to\'] ",
n1586,3,1,0.8024,"apple dec 4 trading daily profit  1 57 sh, weekly profits of  16 79 sh   aapl  stockaction  trading  stocks  mkt   \n","[\'apple\', \'dec\', \'4\', \'trading\', \'daily\', \'profit\', \'1\', \'57\', \'sh\', \'weekly\', \'profits\', \'of\', \'16\', \'79\', \'sh\', \'aapl\', \'stockaction\', \'trading\', \'stocks\', \'mkt\'] ",
n1587,3,1,0.6873,apple in full support of naming alabama anti discrimination bill after tim cook   aapl,"[\'apple\', \'in\', \'full\', \'support\', \'of\', \'naming\', \'alabama\', \'anti\', \'discrimination\', \'bill\', \'after\', \'tim\', \'cook\', \'aapl\'] ",
n1588,3,1,0.6839,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1589,3,1,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1590,1,0,1,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1591,1,0,0.7079,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
n1592,3,1,0.6614,"rt  studio at 45,000 ft   one outlet,  4 computers    we need the batteries of the future now!!!! ","[\'rt\', \'studio\', \'at\', \'45\', \'000\', \'ft\', \'one\', \'outlet\', \'4\', \'computers\', \'we\', \'need\', \'the\', \'batteries\', \'of\', \'the\', \'future\', \'now\'] ",
